in_ptr,in_v1,in_v2,in_v3,in_v4,in_v5,in_v6,in_v7,in_v8,in_v9,in_v10,in_v11,in_v12,in_v13,in_v14,in_v15,in_v16,out_ptr,out_v1,out_v2,out_v3,out_v4,out_v5,out_v6,out_v7,out_v8,out_v9,out_v10,out_v11,out_v12,out_v13,out_v14,out_v15,out_v16
14,86,5,59,60,12,45,96,39,83,63,45,28,48,83,0,0,13,86,5,59,60,12,45,96,39,83,63,45,28,48,0,0,0
10,41,52,11,98,73,49,20,59,12,58,0,0,0,0,0,0,9,41,52,11,98,73,49,20,59,12,0,0,0,0,0,0,0
7,45,98,83,53,40,27,96,0,0,0,0,0,0,0,0,0,6,45,98,83,53,40,27,0,0,0,0,0,0,0,0,0,0
4,12,50,26,40,0,0,0,0,0,0,0,0,0,0,0,0,3,12,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0
4,56,84,48,22,0,0,0,0,0,0,0,0,0,0,0,0,3,56,84,48,0,0,0,0,0,0,0,0,0,0,0,0,0
4,65,50,6,94,0,0,0,0,0,0,0,0,0,0,0,0,3,65,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,70,34,49,80,98,25,6,89,84,0,0,0,0,0,0,0,8,70,34,49,80,98,25,6,89,0,0,0,0,0,0,0,0
7,91,12,2,43,8,98,97,0,0,0,0,0,0,0,0,0,6,91,12,2,43,8,98,0,0,0,0,0,0,0,0,0,0
4,9,86,54,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,86,54,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,2,30,7,68,98,97,19,53,0,0,0,0,0,0,0,8,6,2,30,7,68,98,97,19,0,0,0,0,0,0,0,0
7,49,68,30,46,87,42,88,0,0,0,0,0,0,0,0,0,6,49,68,30,46,87,42,0,0,0,0,0,0,0,0,0,0
4,42,8,45,65,0,0,0,0,0,0,0,0,0,0,0,0,3,42,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0
11,83,49,84,12,46,87,8,25,45,38,99,0,0,0,0,0,10,83,49,84,12,46,87,8,25,45,38,0,0,0,0,0,0
2,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,63,82,83,2,85,71,51,60,54,12,30,0,0,0,0,0,10,63,82,83,2,85,71,51,60,54,12,0,0,0,0,0,0
10,96,70,3,3,41,70,61,17,51,12,0,0,0,0,0,0,9,96,70,3,3,41,70,61,17,51,0,0,0,0,0,0,0
11,50,60,94,12,78,63,59,4,19,89,26,0,0,0,0,0,10,50,60,94,12,78,63,59,4,19,89,0,0,0,0,0,0
1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,49,56,83,6,36,96,20,51,52,17,64,48,4,42,90,0,14,49,56,83,6,36,96,20,51,52,17,64,48,4,42,0,0
1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,52,65,86,83,79,12,29,61,0,0,0,0,0,0,0,0,7,52,65,86,83,79,12,29,0,0,0,0,0,0,0,0,0
3,87,30,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,96,19,23,36,98,62,86,50,3,58,51,76,49,0,0,0,12,96,19,23,36,98,62,86,50,3,58,51,76,0,0,0,0
13,96,1,15,100,54,89,45,18,93,75,29,89,89,0,0,0,12,96,1,15,100,54,89,45,18,93,75,29,89,0,0,0,0
13,80,44,62,9,95,48,66,14,91,90,4,16,96,0,0,0,12,80,44,62,9,95,48,66,14,91,90,4,16,0,0,0,0
10,61,98,91,88,2,69,92,90,8,50,0,0,0,0,0,0,9,61,98,91,88,2,69,92,90,8,0,0,0,0,0,0,0
15,55,4,8,20,40,91,10,28,82,15,8,67,44,17,90,0,14,55,4,8,20,40,91,10,28,82,15,8,67,44,17,0,0
9,91,85,46,87,48,4,18,91,98,0,0,0,0,0,0,0,8,91,85,46,87,48,4,18,91,0,0,0,0,0,0,0,0
14,71,7,29,60,70,64,47,65,68,42,85,56,65,5,0,0,13,71,7,29,60,70,64,47,65,68,42,85,56,65,0,0,0
1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,98,80,46,68,9,35,59,12,18,84,35,2,45,83,85,1,15,98,80,46,68,9,35,59,12,18,84,35,2,45,83,85,0
2,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,40,63,44,61,43,88,55,10,64,0,0,0,0,0,0,0,8,40,63,44,61,43,88,55,10,0,0,0,0,0,0,0,0
10,95,97,86,63,75,56,47,24,52,30,0,0,0,0,0,0,9,95,97,86,63,75,56,47,24,52,0,0,0,0,0,0,0
2,72,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,76,35,66,88,7,93,67,0,0,0,0,0,0,0,0,0,6,76,35,66,88,7,93,0,0,0,0,0,0,0,0,0,0
15,37,99,88,89,71,86,4,46,23,78,24,37,38,86,23,0,14,37,99,88,89,71,86,4,46,23,78,24,37,38,86,0,0
15,74,100,77,93,55,89,62,68,84,94,43,77,97,24,6,0,14,74,100,77,93,55,89,62,68,84,94,43,77,97,24,0,0
9,38,3,62,7,23,59,39,52,82,0,0,0,0,0,0,0,8,38,3,62,7,23,59,39,52,0,0,0,0,0,0,0,0
1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,85,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,65,92,6,66,26,24,58,52,37,87,40,42,54,41,53,0,14,65,92,6,66,26,24,58,52,37,87,40,42,54,41,0,0
1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,85,17,64,6,32,75,25,42,49,57,6,20,53,8,0,0,13,85,17,64,6,32,75,25,42,49,57,6,20,53,0,0,0
5,62,41,47,46,74,0,0,0,0,0,0,0,0,0,0,0,4,62,41,47,46,0,0,0,0,0,0,0,0,0,0,0,0
14,57,32,58,93,40,24,100,54,62,52,58,18,54,88,0,0,13,57,32,58,93,40,24,100,54,62,52,58,18,54,0,0,0
4,46,43,66,51,0,0,0,0,0,0,0,0,0,0,0,0,3,46,43,66,0,0,0,0,0,0,0,0,0,0,0,0,0
11,46,64,86,5,14,34,29,70,93,67,46,0,0,0,0,0,10,46,64,86,5,14,34,29,70,93,67,0,0,0,0,0,0
15,1,88,54,64,76,40,82,15,26,68,99,43,90,86,100,0,14,1,88,54,64,76,40,82,15,26,68,99,43,90,86,0,0
14,16,6,19,97,54,61,70,58,33,14,12,3,79,67,0,0,13,16,6,19,97,54,61,70,58,33,14,12,3,79,0,0,0
10,53,59,57,35,86,34,32,88,21,25,0,0,0,0,0,0,9,53,59,57,35,86,34,32,88,21,0,0,0,0,0,0,0
7,93,22,40,87,61,24,93,0,0,0,0,0,0,0,0,0,6,93,22,40,87,61,24,0,0,0,0,0,0,0,0,0,0
11,58,64,2,85,27,68,61,78,100,25,50,0,0,0,0,0,10,58,64,2,85,27,68,61,78,100,25,0,0,0,0,0,0
11,96,85,41,38,38,21,4,26,38,54,84,0,0,0,0,0,10,96,85,41,38,38,21,4,26,38,54,0,0,0,0,0,0
3,66,81,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,17,20,42,69,48,13,5,50,85,96,0,0,0,0,0,10,9,17,20,42,69,48,13,5,50,85,0,0,0,0,0,0
13,63,41,5,74,76,63,5,88,25,6,69,17,75,0,0,0,12,63,41,5,74,76,63,5,88,25,6,69,17,0,0,0,0
8,64,29,69,74,19,2,7,61,0,0,0,0,0,0,0,0,7,64,29,69,74,19,2,7,0,0,0,0,0,0,0,0,0
7,42,78,64,75,48,51,48,0,0,0,0,0,0,0,0,0,6,42,78,64,75,48,51,0,0,0,0,0,0,0,0,0,0
7,33,47,5,60,59,71,62,0,0,0,0,0,0,0,0,0,6,33,47,5,60,59,71,0,0,0,0,0,0,0,0,0,0
1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,50,86,61,72,20,43,28,26,63,8,93,69,52,48,0,0,13,50,86,61,72,20,43,28,26,63,8,93,69,52,0,0,0
7,27,64,25,27,38,23,16,0,0,0,0,0,0,0,0,0,6,27,64,25,27,38,23,0,0,0,0,0,0,0,0,0,0
9,11,99,24,97,13,39,15,7,56,0,0,0,0,0,0,0,8,11,99,24,97,13,39,15,7,0,0,0,0,0,0,0,0
5,29,95,57,69,26,0,0,0,0,0,0,0,0,0,0,0,4,29,95,57,69,0,0,0,0,0,0,0,0,0,0,0,0
11,74,10,87,15,60,91,53,62,63,60,86,0,0,0,0,0,10,74,10,87,15,60,91,53,62,63,60,0,0,0,0,0,0
10,90,74,100,7,74,70,48,39,86,81,0,0,0,0,0,0,9,90,74,100,7,74,70,48,39,86,0,0,0,0,0,0,0
7,55,19,19,30,57,57,4,0,0,0,0,0,0,0,0,0,6,55,19,19,30,57,57,0,0,0,0,0,0,0,0,0,0
1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,17,91,55,90,71,18,82,52,35,2,63,62,75,53,0,14,1,17,91,55,90,71,18,82,52,35,2,63,62,75,0,0
2,69,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,69,17,96,84,19,92,76,77,58,0,0,0,0,0,0,0,8,69,17,96,84,19,92,76,77,0,0,0,0,0,0,0,0
2,44,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,87,9,33,43,36,38,62,0,0,0,0,0,0,0,0,0,6,87,9,33,43,36,38,0,0,0,0,0,0,0,0,0,0
7,96,75,38,51,15,15,100,0,0,0,0,0,0,0,0,0,6,96,75,38,51,15,15,0,0,0,0,0,0,0,0,0,0
14,62,70,76,23,86,15,2,73,60,15,19,45,2,43,0,0,13,62,70,76,23,86,15,2,73,60,15,19,45,2,0,0,0
7,81,31,76,77,32,33,22,0,0,0,0,0,0,0,0,0,6,81,31,76,77,32,33,0,0,0,0,0,0,0,0,0,0
6,54,92,86,73,80,88,0,0,0,0,0,0,0,0,0,0,5,54,92,86,73,80,0,0,0,0,0,0,0,0,0,0,0
16,62,91,35,7,23,36,29,29,45,99,5,59,22,29,37,89,15,62,91,35,7,23,36,29,29,45,99,5,59,22,29,37,0
1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,77,40,57,30,27,76,7,56,85,80,54,54,86,48,8,18,15,77,40,57,30,27,76,7,56,85,80,54,54,86,48,8,0
11,47,3,33,10,81,99,17,49,90,8,74,0,0,0,0,0,10,47,3,33,10,81,99,17,49,90,8,0,0,0,0,0,0
7,18,83,6,29,25,67,3,0,0,0,0,0,0,0,0,0,6,18,83,6,29,25,67,0,0,0,0,0,0,0,0,0,0
4,52,34,56,95,0,0,0,0,0,0,0,0,0,0,0,0,3,52,34,56,0,0,0,0,0,0,0,0,0,0,0,0,0
2,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,62,12,54,39,0,0,0,0,0,0,0,0,0,0,0,0,3,62,12,54,0,0,0,0,0,0,0,0,0,0,0,0,0
3,69,79,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,71,34,62,19,17,11,59,0,0,0,0,0,0,0,0,0,6,71,34,62,19,17,11,0,0,0,0,0,0,0,0,0,0
1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,67,39,46,5,100,57,48,53,0,0,0,0,0,0,0,0,7,67,39,46,5,100,57,48,0,0,0,0,0,0,0,0,0
16,72,15,73,95,46,42,17,67,24,34,70,70,34,53,52,29,15,72,15,73,95,46,42,17,67,24,34,70,70,34,53,52,0
9,26,1,40,39,41,5,27,27,11,0,0,0,0,0,0,0,8,26,1,40,39,41,5,27,27,0,0,0,0,0,0,0,0
8,8,22,12,56,90,66,65,38,0,0,0,0,0,0,0,0,7,8,22,12,56,90,66,65,0,0,0,0,0,0,0,0,0
8,61,94,52,44,37,80,85,52,0,0,0,0,0,0,0,0,7,61,94,52,44,37,80,85,0,0,0,0,0,0,0,0,0
12,25,74,2,3,85,10,48,82,25,13,78,67,0,0,0,0,11,25,74,2,3,85,10,48,82,25,13,78,0,0,0,0,0
10,69,17,95,84,54,85,41,54,83,55,0,0,0,0,0,0,9,69,17,95,84,54,85,41,54,83,0,0,0,0,0,0,0
10,43,34,38,2,3,29,51,36,66,28,0,0,0,0,0,0,9,43,34,38,2,3,29,51,36,66,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,29,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,27,6,1,4,9,17,5,66,76,80,74,27,11,0,0,0,12,27,6,1,4,9,17,5,66,76,80,74,27,0,0,0,0
1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,31,71,18,29,34,91,25,0,0,0,0,0,0,0,0,0,6,31,71,18,29,34,91,0,0,0,0,0,0,0,0,0,0
15,61,41,83,92,51,70,41,15,60,83,59,3,31,53,37,0,14,61,41,83,92,51,70,41,15,60,83,59,3,31,53,0,0
6,26,13,58,83,31,86,0,0,0,0,0,0,0,0,0,0,5,26,13,58,83,31,0,0,0,0,0,0,0,0,0,0,0
10,57,96,46,44,47,19,37,41,23,76,0,0,0,0,0,0,9,57,96,46,44,47,19,37,41,23,0,0,0,0,0,0,0
2,72,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,77,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22,33,97,90,43,51,9,20,88,55,0,0,0,0,0,0,9,22,33,97,90,43,51,9,20,88,0,0,0,0,0,0,0
5,48,44,16,90,77,0,0,0,0,0,0,0,0,0,0,0,4,48,44,16,90,0,0,0,0,0,0,0,0,0,0,0,0
7,8,3,57,80,93,67,95,0,0,0,0,0,0,0,0,0,6,8,3,57,80,93,67,0,0,0,0,0,0,0,0,0,0
16,27,35,20,77,58,18,37,3,36,34,94,46,33,46,26,93,15,27,35,20,77,58,18,37,3,36,34,94,46,33,46,26,0
15,57,84,64,29,73,94,63,48,31,93,78,54,67,73,19,0,14,57,84,64,29,73,94,63,48,31,93,78,54,67,73,0,0
10,12,54,81,81,88,16,90,87,99,95,0,0,0,0,0,0,9,12,54,81,81,88,16,90,87,99,0,0,0,0,0,0,0
16,22,34,36,17,21,56,77,48,83,81,40,61,39,18,67,20,15,22,34,36,17,21,56,77,48,83,81,40,61,39,18,67,0
16,64,63,63,43,13,48,42,51,18,73,28,43,91,53,4,78,15,64,63,63,43,13,48,42,51,18,73,28,43,91,53,4,0
6,45,49,20,11,92,16,0,0,0,0,0,0,0,0,0,0,5,45,49,20,11,92,0,0,0,0,0,0,0,0,0,0,0
1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,67,17,5,69,52,20,68,0,0,0,0,0,0,0,0,0,6,67,17,5,69,52,20,0,0,0,0,0,0,0,0,0,0
15,32,59,79,37,2,98,80,48,87,8,43,76,95,26,67,0,14,32,59,79,37,2,98,80,48,87,8,43,76,95,26,0,0
12,32,73,30,53,68,80,100,36,17,57,10,58,0,0,0,0,11,32,73,30,53,68,80,100,36,17,57,10,0,0,0,0,0
6,80,14,37,30,14,28,0,0,0,0,0,0,0,0,0,0,5,80,14,37,30,14,0,0,0,0,0,0,0,0,0,0,0
10,3,4,64,66,77,1,35,35,5,32,0,0,0,0,0,0,9,3,4,64,66,77,1,35,35,5,0,0,0,0,0,0,0
16,81,54,76,2,56,55,30,75,43,16,60,9,6,85,65,22,15,81,54,76,2,56,55,30,75,43,16,60,9,6,85,65,0
3,13,37,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,65,80,31,75,26,75,14,44,34,42,84,40,60,0,0,0,12,65,80,31,75,26,75,14,44,34,42,84,40,0,0,0,0
3,83,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2,83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,47,14,59,38,5,28,39,4,60,72,66,67,54,0,0,0,12,47,14,59,38,5,28,39,4,60,72,66,67,0,0,0,0
7,18,78,17,34,40,49,92,0,0,0,0,0,0,0,0,0,6,18,78,17,34,40,49,0,0,0,0,0,0,0,0,0,0
1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,24,79,4,70,92,52,33,75,84,1,30,0,0,0,0,0,10,24,79,4,70,92,52,33,75,84,1,0,0,0,0,0,0
4,11,82,89,60,0,0,0,0,0,0,0,0,0,0,0,0,3,11,82,89,0,0,0,0,0,0,0,0,0,0,0,0,0
1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,25,3,31,28,15,86,23,57,5,74,28,44,51,0,0,0,12,25,3,31,28,15,86,23,57,5,74,28,44,0,0,0,0
10,45,36,5,5,45,72,86,82,13,58,0,0,0,0,0,0,9,45,36,5,5,45,72,86,82,13,0,0,0,0,0,0,0
4,31,30,56,77,0,0,0,0,0,0,0,0,0,0,0,0,3,31,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0
15,25,7,95,75,84,29,81,74,51,96,96,40,75,86,14,0,14,25,7,95,75,84,29,81,74,51,96,96,40,75,86,0,0
3,62,20,98,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,72,67,85,74,58,37,75,55,81,0,0,0,0,0,0,0,8,72,67,85,74,58,37,75,55,0,0,0,0,0,0,0,0
6,7,86,18,23,45,36,0,0,0,0,0,0,0,0,0,0,5,7,86,18,23,45,0,0,0,0,0,0,0,0,0,0,0
13,98,6,29,85,26,61,81,59,78,36,94,19,90,0,0,0,12,98,6,29,85,26,61,81,59,78,36,94,19,0,0,0,0
13,10,36,53,57,74,34,21,8,86,12,73,91,57,0,0,0,12,10,36,53,57,74,34,21,8,86,12,73,91,0,0,0,0
13,89,82,5,83,98,8,8,33,65,14,30,93,84,0,0,0,12,89,82,5,83,98,8,8,33,65,14,30,93,0,0,0,0
9,11,35,96,98,93,59,39,92,55,0,0,0,0,0,0,0,8,11,35,96,98,93,59,39,92,0,0,0,0,0,0,0,0
2,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37,39,11,57,59,32,79,32,40,88,97,89,0,0,0,0,11,37,39,11,57,59,32,79,32,40,88,97,0,0,0,0,0
5,15,28,86,67,46,0,0,0,0,0,0,0,0,0,0,0,4,15,28,86,67,0,0,0,0,0,0,0,0,0,0,0,0
15,95,86,13,64,93,67,37,51,97,69,50,76,7,21,45,0,14,95,86,13,64,93,67,37,51,97,69,50,76,7,21,0,0
7,79,20,96,87,37,36,23,0,0,0,0,0,0,0,0,0,6,79,20,96,87,37,36,0,0,0,0,0,0,0,0,0,0
11,77,97,68,47,50,94,74,90,40,97,70,0,0,0,0,0,10,77,97,68,47,50,94,74,90,40,97,0,0,0,0,0,0
1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,67,45,31,11,17,26,60,73,44,0,0,0,0,0,0,9,6,67,45,31,11,17,26,60,73,0,0,0,0,0,0,0
11,86,94,83,37,69,24,34,1,45,82,50,0,0,0,0,0,10,86,94,83,37,69,24,34,1,45,82,0,0,0,0,0,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,96,74,65,50,46,16,23,65,9,8,0,0,0,0,0,0,9,96,74,65,50,46,16,23,65,9,0,0,0,0,0,0,0
6,3,29,73,92,97,22,0,0,0,0,0,0,0,0,0,0,5,3,29,73,92,97,0,0,0,0,0,0,0,0,0,0,0
14,39,72,98,59,29,3,67,11,78,72,94,43,87,5,0,0,13,39,72,98,59,29,3,67,11,78,72,94,43,87,0,0,0
16,5,72,35,48,21,27,70,32,70,45,53,42,93,45,50,74,15,5,72,35,48,21,27,70,32,70,45,53,42,93,45,50,0
14,26,53,6,27,95,88,63,78,26,42,84,28,100,86,0,0,13,26,53,6,27,95,88,63,78,26,42,84,28,100,0,0,0
15,59,25,57,96,30,99,93,51,16,38,44,22,3,75,100,0,14,59,25,57,96,30,99,93,51,16,38,44,22,3,75,0,0
4,94,54,84,43,0,0,0,0,0,0,0,0,0,0,0,0,3,94,54,84,0,0,0,0,0,0,0,0,0,0,0,0,0
15,98,49,58,15,3,36,19,31,4,35,15,20,59,63,98,0,14,98,49,58,15,3,36,19,31,4,35,15,20,59,63,0,0
15,23,76,19,30,9,13,32,41,11,92,65,49,76,99,75,0,14,23,76,19,30,9,13,32,41,11,92,65,49,76,99,0,0
6,92,52,43,99,33,1,0,0,0,0,0,0,0,0,0,0,5,92,52,43,99,33,0,0,0,0,0,0,0,0,0,0,0
15,14,4,100,51,17,63,58,18,91,56,65,23,48,54,28,0,14,14,4,100,51,17,63,58,18,91,56,65,23,48,54,0,0
6,44,95,31,62,85,99,0,0,0,0,0,0,0,0,0,0,5,44,95,31,62,85,0,0,0,0,0,0,0,0,0,0,0
7,12,88,28,15,63,33,39,0,0,0,0,0,0,0,0,0,6,12,88,28,15,63,33,0,0,0,0,0,0,0,0,0,0
11,50,75,91,41,31,57,61,42,43,80,28,0,0,0,0,0,10,50,75,91,41,31,57,61,42,43,80,0,0,0,0,0,0
2,99,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,84,50,80,61,63,21,42,49,42,0,0,0,0,0,0,0,8,84,50,80,61,63,21,42,49,0,0,0,0,0,0,0,0
14,84,34,76,25,49,34,43,88,74,20,70,78,69,60,0,0,13,84,34,76,25,49,34,43,88,74,20,70,78,69,0,0,0
6,27,52,81,9,72,89,0,0,0,0,0,0,0,0,0,0,5,27,52,81,9,72,0,0,0,0,0,0,0,0,0,0,0
15,90,25,5,60,61,45,21,34,64,84,61,75,57,54,100,0,14,90,25,5,60,61,45,21,34,64,84,61,75,57,54,0,0
8,67,18,69,37,71,12,40,1,0,0,0,0,0,0,0,0,7,67,18,69,37,71,12,40,0,0,0,0,0,0,0,0,0
15,21,4,94,24,61,9,59,33,88,46,68,2,54,65,84,0,14,21,4,94,24,61,9,59,33,88,46,68,2,54,65,0,0
7,8,8,29,36,81,4,35,0,0,0,0,0,0,0,0,0,6,8,8,29,36,81,4,0,0,0,0,0,0,0,0,0,0
10,69,46,34,40,81,82,12,43,28,15,0,0,0,0,0,0,9,69,46,34,40,81,82,12,43,28,0,0,0,0,0,0,0
16,53,11,16,23,38,85,85,1,64,37,50,13,3,48,21,94,15,53,11,16,23,38,85,85,1,64,37,50,13,3,48,21,0
4,2,12,56,49,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,56,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,41,65,39,47,84,21,58,0,0,0,0,0,0,0,0,7,26,41,65,39,47,84,21,0,0,0,0,0,0,0,0,0
5,12,43,5,48,46,0,0,0,0,0,0,0,0,0,0,0,4,12,43,5,48,0,0,0,0,0,0,0,0,0,0,0,0
4,57,88,91,41,0,0,0,0,0,0,0,0,0,0,0,0,3,57,88,91,0,0,0,0,0,0,0,0,0,0,0,0,0
8,88,22,36,100,80,89,41,6,0,0,0,0,0,0,0,0,7,88,22,36,100,80,89,41,0,0,0,0,0,0,0,0,0
2,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,54,55,51,59,51,29,66,82,73,31,24,4,100,72,24,39,15,54,55,51,59,51,29,66,82,73,31,24,4,100,72,24,0
6,39,24,30,24,63,29,0,0,0,0,0,0,0,0,0,0,5,39,24,30,24,63,0,0,0,0,0,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,25,36,86,92,39,57,83,15,63,46,0,0,0,0,0,0,9,25,36,86,92,39,57,83,15,63,0,0,0,0,0,0,0
2,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,9,94,52,96,41,57,32,72,56,34,29,86,83,15,0,0,13,9,94,52,96,41,57,32,72,56,34,29,86,83,0,0,0
9,9,57,84,62,35,99,31,7,18,0,0,0,0,0,0,0,8,9,57,84,62,35,99,31,7,0,0,0,0,0,0,0,0
1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,64,45,64,13,0,0,0,0,0,0,0,0,0,0,0,4,3,64,45,64,0,0,0,0,0,0,0,0,0,0,0,0
1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,71,80,66,82,70,7,90,91,0,0,0,0,0,0,0,0,7,71,80,66,82,70,7,90,0,0,0,0,0,0,0,0,0
11,92,87,75,22,60,39,99,2,1,98,39,0,0,0,0,0,10,92,87,75,22,60,39,99,2,1,98,0,0,0,0,0,0
12,41,49,81,26,92,22,62,19,44,53,29,84,0,0,0,0,11,41,49,81,26,92,22,62,19,44,53,29,0,0,0,0,0
1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,55,57,59,14,0,0,0,0,0,0,0,0,0,0,0,0,3,55,57,59,0,0,0,0,0,0,0,0,0,0,0,0,0
